task,seed,method,step,loss,lr,seconds_per_step
fineweb,1337,RLB+AdamW,870,5.092184,0.000265,1.509787
fineweb,1337,RLB+AdamW,880,5.063214,0.000264,1.508643
fineweb,1337,RLB+AdamW,890,5.069295,0.000263,1.508225
fineweb,1337,RLB+AdamW,900,5.047893,0.000262,1.509246
fineweb,1337,RLB+AdamW,910,5.059949,0.000261,1.505189
fineweb,1337,RLB+AdamW,920,5.044437,0.000260,1.506155
fineweb,1337,RLB+AdamW,930,5.028928,0.000259,1.503258
fineweb,1337,RLB+AdamW,940,5.054312,0.000258,1.504060
fineweb,1337,RLB+AdamW,950,5.011648,0.000257,1.499715
fineweb,1337,RLB+AdamW,960,5.023329,0.000255,1.494130
fineweb,1337,RLB+AdamW,970,5.005360,0.000254,1.494327
fineweb,1337,RLB+AdamW,980,5.009538,0.000253,1.502624
fineweb,1337,RLB+AdamW,990,5.003602,0.000252,1.497573
fineweb,1337,RLB+AdamW,1000,4.979534,0.000251,1.497934
fineweb,1337,RLB+AdamW,1010,4.966472,0.000250,1.502249
fineweb,1337,RLB+AdamW,1020,4.964144,0.000249,1.500461
fineweb,1337,RLB+AdamW,1030,4.983228,0.000247,1.496294
fineweb,1337,RLB+AdamW,1040,4.966713,0.000246,1.507108
fineweb,1337,RLB+AdamW,1050,4.934496,0.000245,1.503881
fineweb,1337,RLB+AdamW,1060,4.942794,0.000244,1.499309
fineweb,1337,RLB+AdamW,1070,4.921396,0.000243,1.498854
fineweb,1337,RLB+AdamW,1080,4.903457,0.000241,1.505849
fineweb,1337,RLB+AdamW,1090,4.935531,0.000240,1.505680
fineweb,1337,RLB+AdamW,1100,4.903892,0.000239,1.501271
fineweb,1337,RLB+AdamW,1110,4.915026,0.000238,1.493382
fineweb,1337,RLB+AdamW,1120,4.900723,0.000236,1.499188
fineweb,1337,RLB+AdamW,1130,4.905331,0.000235,1.499883
fineweb,1337,RLB+AdamW,1140,4.877970,0.000234,1.504277
fineweb,1337,RLB+AdamW,1150,4.871778,0.000233,1.506238
fineweb,1337,RLB+AdamW,1160,4.879702,0.000231,1.502338
fineweb,1337,RLB+AdamW,1170,4.872448,0.000230,1.504573
fineweb,1337,RLB+AdamW,1180,4.870690,0.000229,1.507986
fineweb,1337,RLB+AdamW,1190,4.874863,0.000227,1.507261
fineweb,1337,RLB+AdamW,1200,4.877228,0.000226,1.502095
fineweb,1337,RLB+AdamW,1210,4.828741,0.000225,1.507955
fineweb,1337,RLB+AdamW,1220,4.847108,0.000223,1.508508
fineweb,1337,RLB+AdamW,1230,4.821440,0.000222,1.505302
fineweb,1337,RLB+AdamW,1240,4.829655,0.000221,1.506163
fineweb,1337,RLB+AdamW,1250,4.811816,0.000219,1.504434
fineweb,1337,RLB+AdamW,1260,4.806111,0.000218,1.500113
fineweb,1337,RLB+AdamW,1270,4.810536,0.000217,1.500997
fineweb,1337,RLB+AdamW,1280,4.802573,0.000215,1.503664
fineweb,1337,RLB+AdamW,1290,4.817124,0.000214,1.502169
fineweb,1337,RLB+AdamW,1300,4.776427,0.000212,1.503995
fineweb,1337,RLB+AdamW,1310,4.789194,0.000211,1.500559
fineweb,1337,RLB+AdamW,1320,4.763600,0.000210,1.502310
fineweb,1337,RLB+AdamW,1330,4.741157,0.000208,1.501791
fineweb,1337,RLB+AdamW,1340,4.753060,0.000207,1.503748
fineweb,1337,RLB+AdamW,1350,4.790871,0.000205,1.504539
fineweb,1337,RLB+AdamW,1360,4.757306,0.000204,1.505934
fineweb,1337,RLB+AdamW,1370,4.737477,0.000203,1.514278
fineweb,1337,RLB+AdamW,1380,4.752641,0.000201,1.503755
fineweb,1337,RLB+AdamW,1390,4.743898,0.000200,1.502877
fineweb,1337,RLB+AdamW,1400,4.713265,0.000198,1.501662
fineweb,1337,RLB+AdamW,1410,4.727265,0.000197,1.503993
fineweb,1337,RLB+AdamW,1420,4.721731,0.000195,1.504000
fineweb,1337,RLB+AdamW,1430,4.735265,0.000194,1.509141
fineweb,1337,RLB+AdamW,1440,4.711577,0.000192,1.512868
fineweb,1337,RLB+AdamW,1450,4.700672,0.000191,1.508749
fineweb,1337,RLB+AdamW,1460,4.709692,0.000190,1.505686
fineweb,1337,RLB+AdamW,1470,4.705537,0.000188,1.509689
fineweb,1337,RLB+AdamW,1480,4.708267,0.000187,1.501129
fineweb,1337,RLB+AdamW,1490,4.692695,0.000185,1.501990
fineweb,1337,RLB+AdamW,1500,4.685851,0.000184,1.500149
fineweb,1337,RLB+AdamW,1510,4.677514,0.000182,1.500507
fineweb,1337,RLB+AdamW,1520,4.687213,0.000181,1.503322
fineweb,1337,RLB+AdamW,1530,4.692038,0.000179,1.501603
fineweb,1337,RLB+AdamW,1540,4.671094,0.000178,1.501750
fineweb,1337,RLB+AdamW,1550,4.668336,0.000176,1.504356
fineweb,1337,RLB+AdamW,1560,4.658519,0.000175,1.504840
fineweb,1337,RLB+AdamW,1570,4.663207,0.000173,1.507604
fineweb,1337,RLB+AdamW,1580,4.659861,0.000172,1.507800
fineweb,1337,RLB+AdamW,1590,4.634096,0.000170,1.509792
fineweb,1337,RLB+AdamW,1600,4.623650,0.000169,1.508035
fineweb,1337,RLB+AdamW,1610,4.637074,0.000167,1.505435
fineweb,1337,RLB+AdamW,1620,4.639029,0.000166,1.507265
fineweb,1337,RLB+AdamW,1630,4.621493,0.000164,1.507244
fineweb,1337,RLB+AdamW,1640,4.630187,0.000163,1.506667
fineweb,1337,RLB+AdamW,1650,4.628507,0.000161,1.504616
fineweb,1337,RLB+AdamW,1660,4.641033,0.000160,1.505469
fineweb,1337,RLB+AdamW,1670,4.616470,0.000158,1.502235
fineweb,1337,RLB+AdamW,1680,4.628279,0.000157,1.497891
fineweb,1337,RLB+AdamW,1690,4.616560,0.000155,1.507047
fineweb,1337,RLB+AdamW,1700,4.623949,0.000154,1.507769
fineweb,1337,RLB+AdamW,1710,4.609669,0.000153,1.504148
fineweb,1337,RLB+AdamW,1720,4.606623,0.000151,1.505803
fineweb,1337,RLB+AdamW,1730,4.577209,0.000150,1.504033
fineweb,1337,RLB+AdamW,1740,4.596942,0.000148,1.503285
fineweb,1337,RLB+AdamW,1750,4.608110,0.000147,1.506203
fineweb,1337,RLB+AdamW,1760,4.569691,0.000145,1.506003
fineweb,1337,RLB+AdamW,1770,4.583967,0.000144,1.504800
fineweb,1337,RLB+AdamW,1780,4.609454,0.000142,1.506957
fineweb,1337,RLB+AdamW,1790,4.558906,0.000141,1.499471
fineweb,1337,RLB+AdamW,1800,4.577172,0.000139,1.506253
fineweb,1337,RLB+AdamW,1810,4.570816,0.000138,1.501527
fineweb,1337,RLB+AdamW,1820,4.577678,0.000136,1.500970
fineweb,1337,RLB+AdamW,1830,4.564614,0.000135,1.506983
fineweb,1337,RLB+AdamW,1840,4.538419,0.000133,1.502810
fineweb,1337,RLB+AdamW,1850,4.584307,0.000132,1.507367
fineweb,1337,RLB+AdamW,1860,4.534379,0.000131,1.505177
fineweb,1337,RLB+AdamW,1870,4.548168,0.000129,1.506372
fineweb,1337,RLB+AdamW,1880,4.551363,0.000128,1.509578
fineweb,1337,RLB+AdamW,1890,4.555484,0.000126,1.506532
fineweb,1337,RLB+AdamW,1900,4.575974,0.000125,1.504966
fineweb,1337,RLB+AdamW,1910,4.569741,0.000123,1.505527
fineweb,1337,RLB+AdamW,1920,4.554206,0.000122,1.507820
fineweb,1337,RLB+AdamW,1930,4.543867,0.000121,1.501490
fineweb,1337,RLB+AdamW,1940,4.524713,0.000119,1.492103
fineweb,1337,RLB+AdamW,1950,4.556818,0.000118,1.502705
fineweb,1337,RLB+AdamW,1960,4.546200,0.000116,1.507451
fineweb,1337,RLB+AdamW,1970,4.568983,0.000115,1.506069
fineweb,1337,RLB+AdamW,1980,4.513582,0.000114,1.509303
fineweb,1337,RLB+AdamW,1990,4.523473,0.000112,1.495083
fineweb,1337,RLB+AdamW,2000,4.516503,0.000111,1.492477
fineweb,1337,RLB+AdamW,2010,4.528875,0.000110,1.505591
fineweb,1337,RLB+AdamW,2020,4.533279,0.000108,1.505561
fineweb,1337,RLB+AdamW,2030,4.518500,0.000107,1.498152
fineweb,1337,RLB+AdamW,2040,4.526953,0.000106,1.502590
fineweb,1337,RLB+AdamW,2050,4.529687,0.000104,1.505473
fineweb,1337,RLB+AdamW,2060,4.496342,0.000103,1.501986
fineweb,1337,RLB+AdamW,2070,4.506673,0.000102,1.502607
fineweb,1337,RLB+AdamW,2080,4.504179,0.000100,1.501898
fineweb,1337,RLB+AdamW,2090,4.500677,0.000099,1.497095
fineweb,1337,RLB+AdamW,2100,4.509336,0.000098,1.491000
fineweb,1337,RLB+AdamW,2110,4.492201,0.000096,1.491681
fineweb,1337,RLB+AdamW,2120,4.473841,0.000095,1.493163
fineweb,1337,RLB+AdamW,2130,4.497681,0.000094,1.493706
fineweb,1337,RLB+AdamW,2140,4.517457,0.000093,1.493565
fineweb,1337,RLB+AdamW,2150,4.493492,0.000091,1.504353
fineweb,1337,RLB+AdamW,2160,4.499961,0.000090,1.502496
fineweb,1337,RLB+AdamW,2170,4.480689,0.000089,1.508107
fineweb,1337,RLB+AdamW,2180,4.546069,0.000088,1.505263
fineweb,1337,RLB+AdamW,2190,4.489951,0.000086,1.503052
fineweb,1337,RLB+AdamW,2200,4.487306,0.000085,1.493641
fineweb,1337,RLB+AdamW,2210,4.478405,0.000084,1.498888
fineweb,1337,RLB+AdamW,2220,4.459857,0.000083,1.496421
fineweb,1337,RLB+AdamW,2230,4.500838,0.000082,1.492668
fineweb,1337,RLB+AdamW,2240,4.474346,0.000080,1.491468
fineweb,1337,RLB+AdamW,2250,4.469213,0.000079,1.500135
fineweb,1337,RLB+AdamW,2260,4.475873,0.000078,1.495222
fineweb,1337,RLB+AdamW,2270,4.466459,0.000077,1.497354
fineweb,1337,RLB+AdamW,2280,4.488516,0.000076,1.500155
fineweb,1337,RLB+AdamW,2290,4.450395,0.000075,1.498901
fineweb,1337,RLB+AdamW,2300,4.459259,0.000074,1.495716
fineweb,1337,RLB+AdamW,2310,4.454053,0.000073,1.498130
fineweb,1337,RLB+AdamW,2320,4.449968,0.000072,1.506867
fineweb,1337,RLB+AdamW,2330,4.463924,0.000070,1.507624
fineweb,1337,RLB+AdamW,2340,4.471515,0.000069,1.508184
fineweb,1337,RLB+AdamW,2350,4.467600,0.000068,1.504063
fineweb,1337,RLB+AdamW,2360,4.443803,0.000067,1.502781
fineweb,1337,RLB+AdamW,2370,4.462837,0.000066,1.503714
fineweb,1337,RLB+AdamW,2380,4.462894,0.000065,1.500741
fineweb,1337,RLB+AdamW,2390,4.452521,0.000064,1.504331
fineweb,1337,RLB+AdamW,2400,4.425186,0.000063,1.502974
fineweb,1337,RLB+AdamW,2410,4.450095,0.000062,1.502741
fineweb,1337,RLB+AdamW,2420,4.422727,0.000061,1.502425
fineweb,1337,RLB+AdamW,2430,4.431880,0.000060,1.505450
fineweb,1337,RLB+AdamW,2440,4.435041,0.000059,1.506970
fineweb,1337,RLB+AdamW,2450,4.430781,0.000059,1.505437
fineweb,1337,RLB+AdamW,2460,4.431243,0.000058,1.510103
fineweb,1337,RLB+AdamW,2470,4.433018,0.000057,1.503718
fineweb,1337,RLB+AdamW,2480,4.436119,0.000056,1.500252
fineweb,1337,RLB+AdamW,2490,4.432256,0.000055,1.503262
fineweb,1337,RLB+AdamW,2500,4.396345,0.000054,1.500508
fineweb,1337,RLB+AdamW,2510,4.425017,0.000053,1.499357
fineweb,1337,RLB+AdamW,2520,4.447624,0.000052,1.502621
fineweb,1337,RLB+AdamW,2530,4.435222,0.000052,1.503253
fineweb,1337,RLB+AdamW,2540,4.397832,0.000051,1.503358
fineweb,1337,RLB+AdamW,2550,4.425224,0.000050,1.501676
fineweb,1337,RLB+AdamW,2560,4.436463,0.000049,1.503079
fineweb,1337,RLB+AdamW,2570,4.429765,0.000049,1.504090
fineweb,1337,RLB+AdamW,2580,4.437745,0.000048,1.508532
fineweb,1337,RLB+AdamW,2590,4.424908,0.000047,1.510205
fineweb,1337,RLB+AdamW,2600,4.418358,0.000046,1.509413
fineweb,1337,RLB+AdamW,2610,4.384533,0.000046,1.507146
fineweb,1337,RLB+AdamW,2620,4.414450,0.000045,1.508983
fineweb,1337,RLB+AdamW,2630,4.386039,0.000044,1.509356
fineweb,1337,RLB+AdamW,2640,4.402244,0.000044,1.506185
fineweb,1337,RLB+AdamW,2650,4.396572,0.000043,1.505987
fineweb,1337,RLB+AdamW,2660,4.387955,0.000042,1.506819
fineweb,1337,RLB+AdamW,2670,4.408797,0.000042,1.505984
fineweb,1337,RLB+AdamW,2680,4.378739,0.000041,1.504536
fineweb,1337,RLB+AdamW,2690,4.399124,0.000041,1.505006
fineweb,1337,RLB+AdamW,2700,4.404819,0.000040,1.506497
fineweb,1337,RLB+AdamW,2710,4.397950,0.000039,1.504740
fineweb,1337,RLB+AdamW,2720,4.391223,0.000039,1.506598
fineweb,1337,RLB+AdamW,2730,4.392214,0.000038,1.501135
fineweb,1337,RLB+AdamW,2740,4.389603,0.000038,1.498379
fineweb,1337,RLB+AdamW,2750,4.403832,0.000037,1.499744
fineweb,1337,RLB+AdamW,2760,4.392378,0.000037,1.501752
fineweb,1337,RLB+AdamW,2770,4.400498,0.000036,1.504768
fineweb,1337,RLB+AdamW,2780,4.396651,0.000036,1.507007
fineweb,1337,RLB+AdamW,2790,4.394068,0.000036,1.505754
fineweb,1337,RLB+AdamW,2800,4.401526,0.000035,1.504570
fineweb,1337,RLB+AdamW,2810,4.396988,0.000035,1.498574
fineweb,1337,RLB+AdamW,2820,4.405000,0.000034,1.502836
fineweb,1337,RLB+AdamW,2830,4.371905,0.000034,1.499567
fineweb,1337,RLB+AdamW,2840,4.386750,0.000034,1.501085
fineweb,1337,RLB+AdamW,2850,4.393593,0.000033,1.503007
fineweb,1337,RLB+AdamW,2860,4.387090,0.000033,1.494939
fineweb,1337,RLB+AdamW,2870,4.383111,0.000033,1.495805
fineweb,1337,RLB+AdamW,2880,4.389701,0.000032,1.501473
fineweb,1337,RLB+AdamW,2890,4.368755,0.000032,1.500494
fineweb,1337,RLB+AdamW,2900,4.373455,0.000032,1.502707
fineweb,1337,RLB+AdamW,2910,4.404402,0.000032,1.505225
fineweb,1337,RLB+AdamW,2920,4.388432,0.000031,1.505247
fineweb,1337,RLB+AdamW,2930,4.347506,0.000031,1.503535
fineweb,1337,RLB+AdamW,2940,4.403721,0.000031,1.505127
fineweb,1337,RLB+AdamW,2950,4.360096,0.000031,1.504647
fineweb,1337,RLB+AdamW,2960,4.397197,0.000031,1.502375
fineweb,1337,RLB+AdamW,2970,4.379021,0.000031,1.509083
fineweb,1337,RLB+AdamW,2980,4.353859,0.000030,1.510213
fineweb,1337,RLB+AdamW,2990,4.385172,0.000030,1.505468
fineweb,1337,RLB+AdamW,3000,4.395768,0.000030,1.506615
fineweb,1337,RLB+AdamW,3010,4.356456,0.000030,1.506298
fineweb,1337,RLB+AdamW,3020,4.370127,0.000030,1.502286
fineweb,1337,RLB+AdamW,3030,4.398298,0.000030,1.498827
fineweb,1337,RLB+AdamW,3040,4.387414,0.000030,1.512895
fineweb,1337,RLB+AdamW,3050,4.382623,0.000030,1.503988
fineweb,1337,SiLU+Muon,1,10.981408,0.000001,1.225348
fineweb,1337,SiLU+Muon,10,10.971901,0.000015,0.490903
fineweb,1337,SiLU+Muon,20,10.930173,0.000030,0.410100
fineweb,1337,SiLU+Muon,30,10.837857,0.000045,0.410533
fineweb,1337,SiLU+Muon,40,10.703008,0.000060,0.410647
fineweb,1337,SiLU+Muon,50,10.517973,0.000075,0.411293
fineweb,1337,SiLU+Muon,60,10.313948,0.000090,0.410295
fineweb,1337,SiLU+Muon,70,10.086329,0.000105,0.410912
fineweb,1337,SiLU+Muon,80,9.868744,0.000120,0.409880
fineweb,1337,SiLU+Muon,90,9.670197,0.000135,0.411620
fineweb,1337,SiLU+Muon,100,9.486084,0.000150,0.415324
fineweb,1337,SiLU+Muon,110,9.287407,0.000165,0.410350
fineweb,1337,SiLU+Muon,120,9.117175,0.000180,0.410264
fineweb,1337,SiLU+Muon,130,8.920848,0.000195,0.410253
fineweb,1337,SiLU+Muon,140,8.733219,0.000210,0.410302
fineweb,1337,SiLU+Muon,150,8.514763,0.000225,0.410179
fineweb,1337,SiLU+Muon,160,8.330176,0.000240,0.410891
fineweb,1337,SiLU+Muon,170,8.138412,0.000255,0.410950
fineweb,1337,SiLU+Muon,180,8.029829,0.000270,0.411198
fineweb,1337,SiLU+Muon,190,7.879821,0.000285,0.414442
fineweb,1337,SiLU+Muon,200,7.758357,0.000300,0.412827
fineweb,1337,SiLU+Muon,210,7.608114,0.000300,0.411817
fineweb,1337,SiLU+Muon,220,7.506934,0.000300,0.410808
fineweb,1337,SiLU+Muon,230,7.431768,0.000300,0.411394
fineweb,1337,SiLU+Muon,240,7.360972,0.000300,0.412128
fineweb,1337,SiLU+Muon,250,7.238404,0.000300,0.416250
fineweb,1337,SiLU+Muon,260,7.158894,0.000300,0.415640
fineweb,1337,SiLU+Muon,270,7.116258,0.000300,0.411917
fineweb,1337,SiLU+Muon,280,7.014584,0.000299,0.413446
fineweb,1337,SiLU+Muon,290,6.995258,0.000299,0.415201
fineweb,1337,SiLU+Muon,300,6.892882,0.000299,0.411618
fineweb,1337,SiLU+Muon,310,6.848979,0.000299,0.411222
fineweb,1337,SiLU+Muon,320,6.784014,0.000299,0.411981
fineweb,1337,SiLU+Muon,330,6.699644,0.000299,0.411353
fineweb,1337,SiLU+Muon,340,6.673704,0.000298,0.411449
fineweb,1337,SiLU+Muon,350,6.642479,0.000298,0.411986
fineweb,1337,SiLU+Muon,360,6.585236,0.000298,0.412191
fineweb,1337,SiLU+Muon,370,6.513602,0.000298,0.411153
fineweb,1337,SiLU+Muon,380,6.484803,0.000297,0.412145
fineweb,1337,SiLU+Muon,390,6.398066,0.000297,0.413177
fineweb,1337,SiLU+Muon,400,6.332016,0.000297,0.415502
fineweb,1337,SiLU+Muon,410,6.329563,0.000296,0.416708
fineweb,1337,SiLU+Muon,420,6.308314,0.000296,0.413723
fineweb,1337,SiLU+Muon,430,6.255473,0.000296,0.411386
fineweb,1337,SiLU+Muon,440,6.200503,0.000295,0.412571
fineweb,1337,SiLU+Muon,450,6.168421,0.000295,0.414909
fineweb,1337,SiLU+Muon,460,6.135679,0.000295,0.413663
fineweb,1337,SiLU+Muon,470,6.085757,0.000294,0.414116
fineweb,1337,SiLU+Muon,480,6.071178,0.000294,0.411278
fineweb,1337,SiLU+Muon,490,6.011895,0.000293,0.415448
fineweb,1337,SiLU+Muon,500,6.017390,0.000293,0.411706
fineweb,1337,SiLU+Muon,510,5.950815,0.000292,0.413202
fineweb,1337,SiLU+Muon,520,5.949600,0.000292,0.411870
fineweb,1337,SiLU+Muon,530,5.880738,0.000291,0.416391
fineweb,1337,SiLU+Muon,540,5.833706,0.000291,0.416623
fineweb,1337,SiLU+Muon,550,5.839206,0.000290,0.416416
fineweb,1337,SiLU+Muon,560,5.867983,0.000290,0.412873
fineweb,1337,SiLU+Muon,570,5.830493,0.000289,0.412733
fineweb,1337,SiLU+Muon,580,5.780642,0.000288,0.411539
fineweb,1337,SiLU+Muon,590,5.756608,0.000288,0.411910
fineweb,1337,SiLU+Muon,600,5.731324,0.000287,0.412306
fineweb,1337,SiLU+Muon,610,5.708894,0.000287,0.417222
fineweb,1337,SiLU+Muon,620,5.661682,0.000286,0.412696
fineweb,1337,SiLU+Muon,630,5.661310,0.000285,0.411989
fineweb,1337,SiLU+Muon,640,5.665092,0.000284,0.412092
fineweb,1337,SiLU+Muon,650,5.605881,0.000284,0.412567
fineweb,1337,SiLU+Muon,660,5.599487,0.000283,0.414431
fineweb,1337,SiLU+Muon,670,5.580758,0.000282,0.411562
fineweb,1337,SiLU+Muon,680,5.582445,0.000282,0.412242
fineweb,1337,SiLU+Muon,690,5.568350,0.000281,0.411466
fineweb,1337,SiLU+Muon,700,5.508508,0.000280,0.412270
fineweb,1337,SiLU+Muon,710,5.560954,0.000279,0.413351
fineweb,1337,SiLU+Muon,720,5.501293,0.000279,0.414918
fineweb,1337,SiLU+Muon,730,5.506198,0.000278,0.411480
fineweb,1337,SiLU+Muon,740,5.490423,0.000277,0.411861
fineweb,1337,SiLU+Muon,750,5.466275,0.000276,0.412377
fineweb,1337,SiLU+Muon,760,5.447098,0.000275,0.412149
fineweb,1337,SiLU+Muon,770,5.442569,0.000274,0.411591
fineweb,1337,SiLU+Muon,780,5.425481,0.000273,0.412628
fineweb,1337,SiLU+Muon,790,5.385605,0.000273,0.411735
fineweb,1337,SiLU+Muon,800,5.400157,0.000272,0.415148
fineweb,1337,SiLU+Muon,810,5.378445,0.000271,0.417217
fineweb,1337,SiLU+Muon,820,5.341266,0.000270,0.417472
fineweb,1337,SiLU+Muon,830,5.345478,0.000269,0.414374
fineweb,1337,SiLU+Muon,840,5.332412,0.000268,0.410844
fineweb,1337,SiLU+Muon,850,5.326656,0.000267,0.411914
fineweb,1337,SiLU+Muon,860,5.320870,0.000266,0.411546
fineweb,1337,SiLU+Muon,870,5.281939,0.000265,0.411519
fineweb,1337,SiLU+Muon,880,5.248565,0.000264,0.412204
fineweb,1337,SiLU+Muon,890,5.257560,0.000263,0.411539
fineweb,1337,SiLU+Muon,900,5.232065,0.000262,0.411783
fineweb,1337,SiLU+Muon,910,5.243372,0.000261,0.412360
fineweb,1337,SiLU+Muon,920,5.219470,0.000260,0.411902
fineweb,1337,SiLU+Muon,930,5.206444,0.000259,0.411666
fineweb,1337,SiLU+Muon,940,5.226774,0.000258,0.412163
fineweb,1337,SiLU+Muon,950,5.184050,0.000257,0.413189
fineweb,1337,SiLU+Muon,960,5.191632,0.000255,0.411845
fineweb,1337,SiLU+Muon,970,5.168270,0.000254,0.412187
fineweb,1337,SiLU+Muon,980,5.177121,0.000253,0.414473
fineweb,1337,SiLU+Muon,990,5.168785,0.000252,0.413257
fineweb,1337,SiLU+Muon,1000,5.138068,0.000251,0.412209
fineweb,1337,SiLU+Muon,1010,5.121177,0.000250,0.413876
fineweb,1337,SiLU+Muon,1020,5.119153,0.000249,0.415552
fineweb,1337,SiLU+Muon,1030,5.133404,0.000247,0.412399
fineweb,1337,SiLU+Muon,1040,5.118535,0.000246,0.413475
fineweb,1337,SiLU+Muon,1050,5.084929,0.000245,0.417013
fineweb,1337,SiLU+Muon,1060,5.091403,0.000244,0.412595
fineweb,1337,SiLU+Muon,1070,5.067714,0.000243,0.411870
fineweb,1337,SiLU+Muon,1080,5.045722,0.000241,0.412078
fineweb,1337,SiLU+Muon,1090,5.077382,0.000240,0.415172
fineweb,1337,SiLU+Muon,1100,5.041841,0.000239,0.418474
fineweb,1337,SiLU+Muon,1110,5.054452,0.000238,0.417058
fineweb,1337,SiLU+Muon,1120,5.039747,0.000236,0.416267
fineweb,1337,SiLU+Muon,1130,5.041177,0.000235,0.412791
fineweb,1337,SiLU+Muon,1140,5.010633,0.000234,0.411895
fineweb,1337,SiLU+Muon,1150,5.007888,0.000233,0.414177
fineweb,1337,SiLU+Muon,1160,5.014820,0.000231,0.414535
fineweb,1337,SiLU+Muon,1170,5.003630,0.000230,0.412584
fineweb,1337,SiLU+Muon,1180,5.002425,0.000229,0.411653
fineweb,1337,SiLU+Muon,1190,5.006190,0.000227,0.413578
fineweb,1337,SiLU+Muon,1200,5.004776,0.000226,0.412042
fineweb,1337,SiLU+Muon,1210,4.957144,0.000225,0.412047
fineweb,1337,SiLU+Muon,1220,4.971034,0.000223,0.411835
fineweb,1337,SiLU+Muon,1230,4.944705,0.000222,0.414875
fineweb,1337,SiLU+Muon,1240,4.949759,0.000221,0.415987
fineweb,1337,SiLU+Muon,1250,4.927877,0.000219,0.411891
fineweb,1337,SiLU+Muon,1260,4.923507,0.000218,0.411416
fineweb,1337,SiLU+Muon,1270,4.923959,0.000217,0.412088
fineweb,1337,SiLU+Muon,1280,4.917451,0.000215,0.411401
fineweb,1337,SiLU+Muon,1290,4.931830,0.000214,0.413362
fineweb,1337,SiLU+Muon,1300,4.885459,0.000212,0.411512
fineweb,1337,SiLU+Muon,1310,4.901201,0.000211,0.412603
fineweb,1337,SiLU+Muon,1320,4.867193,0.000210,0.413466
fineweb,1337,SiLU+Muon,1330,4.851330,0.000208,0.413223
fineweb,1337,SiLU+Muon,1340,4.859433,0.000207,0.411983
fineweb,1337,SiLU+Muon,1350,4.901341,0.000205,0.412296
fineweb,1337,SiLU+Muon,1360,4.862589,0.000204,0.411870
fineweb,1337,SiLU+Muon,1370,4.841115,0.000203,0.413847
fineweb,1337,SiLU+Muon,1380,4.856778,0.000201,0.416849
fineweb,1337,SiLU+Muon,1390,4.844382,0.000200,0.415927
fineweb,1337,SiLU+Muon,1400,4.812950,0.000198,0.413849
fineweb,1337,SiLU+Muon,1410,4.830499,0.000197,0.411470
fineweb,1337,SiLU+Muon,1420,4.814100,0.000195,0.414770
fineweb,1337,SiLU+Muon,1430,4.828891,0.000194,0.411294
fineweb,1337,SiLU+Muon,1440,4.805099,0.000192,0.411760
fineweb,1337,SiLU+Muon,1450,4.793356,0.000191,0.413909
fineweb,1337,SiLU+Muon,1460,4.806720,0.000190,0.415201
fineweb,1337,SiLU+Muon,1470,4.802050,0.000188,0.414624
fineweb,1337,SiLU+Muon,1480,4.800555,0.000187,0.412207
fineweb,1337,SiLU+Muon,1490,4.786328,0.000185,0.417346
fineweb,1337,SiLU+Muon,1500,4.774838,0.000184,0.412505
fineweb,1337,SiLU+Muon,1510,4.766526,0.000182,0.412463
fineweb,1337,SiLU+Muon,1520,4.775293,0.000181,0.412708
fineweb,1337,SiLU+Muon,1530,4.780619,0.000179,0.411825
fineweb,1337,SiLU+Muon,1540,4.750075,0.000178,0.411722
fineweb,1337,SiLU+Muon,1550,4.746255,0.000176,0.413502
fineweb,1337,SiLU+Muon,1560,4.738405,0.000175,0.411339
fineweb,1337,SiLU+Muon,1570,4.736772,0.000173,0.414542
fineweb,1337,SiLU+Muon,1580,4.737358,0.000172,0.413698
fineweb,1337,SiLU+Muon,1590,4.713220,0.000170,0.412192
fineweb,1337,SiLU+Muon,1600,4.701616,0.000169,0.414287
fineweb,1337,SiLU+Muon,1610,4.713562,0.000167,0.411541
fineweb,1337,SiLU+Muon,1620,4.712999,0.000166,0.412831
fineweb,1337,SiLU+Muon,1630,4.693221,0.000164,0.411542
fineweb,1337,SiLU+Muon,1640,4.703231,0.000163,0.411447
fineweb,1337,SiLU+Muon,1650,4.698495,0.000161,0.411473
fineweb,1337,SiLU+Muon,1660,4.716427,0.000160,0.415599
fineweb,1337,SiLU+Muon,1670,4.684907,0.000158,0.416923
fineweb,1337,SiLU+Muon,1680,4.693006,0.000157,0.416432
fineweb,1337,SiLU+Muon,1690,4.680640,0.000155,0.416233
fineweb,1337,SiLU+Muon,1700,4.690752,0.000154,0.412250
fineweb,1337,SiLU+Muon,1710,4.669515,0.000153,0.412005
fineweb,1337,SiLU+Muon,1720,4.666853,0.000151,0.413433
fineweb,1337,SiLU+Muon,1730,4.637077,0.000150,0.413280
fineweb,1337,SiLU+Muon,1740,4.657434,0.000148,0.414565
fineweb,1337,SiLU+Muon,1750,4.670704,0.000147,0.412829
fineweb,1337,SiLU+Muon,1760,4.626578,0.000145,0.411774
fineweb,1337,SiLU+Muon,1770,4.640211,0.000144,0.412160
fineweb,1337,SiLU+Muon,1780,4.665608,0.000142,0.413684
fineweb,1337,SiLU+Muon,1790,4.609949,0.000141,0.412028
fineweb,1337,SiLU+Muon,1800,4.631018,0.000139,0.412849
fineweb,1337,SiLU+Muon,1810,4.623333,0.000138,0.411793
fineweb,1337,SiLU+Muon,1820,4.629288,0.000136,0.412028
